,index,category,brand_name,name,price,sku_number,id,rating,url
170,290,Face Brushes,KEVYN AUCOIN,Kevyn Aucoin Contour Brush,$40.00,1693241,P393952,3.8,http://www.sephora.com/kevyn-aucoin-contour-brush-P393952
171,291,Face Brushes,tarte,Swirl Power Contour & Bronzer Brush,$34.00,1707801,P397380,4.3053,http://www.sephora.com/swirl-power-contour-bronzer-brush-P397380
172,292,Face Brushes,SEPHORA COLLECTION,Pro Buffing Brush #62,$19.00,1419472,P313019,2.5746,http://www.sephora.com/pro-buffing-brush-62-P313019
173,293,Face Brushes,surratt beauty,Artistique Face Brush,$230.00,1672955,P394816,5.0,http://www.sephora.com/artistique-face-brush-P394816
174,294,Face Brushes,MAKE UP FOR EVER,154 Buffer Blush Brush,$44.00,1536283,P382415,4.75,http://www.sephora.com/154-buffer-blush-brush-P382415
175,295,Face Brushes,MAKE UP FOR EVER,150 Precision Blush Brush,$40.00,1536267,P382432,3.5833,http://www.sephora.com/150-precision-blush-brush-P382432
176,296,Face Brushes,Bobbi Brown,Powder Brush,$66.00,1291996,P270601,4.5455,http://www.sephora.com/powder-brush-P270601
177,297,Face Brushes,COVER FX,Cream Foundation Brush,$38.00,1452648,P376619,4.0323,http://www.sephora.com/cream-foundation-brush-P376619
178,298,Face Brushes,NARS,Bronzing Powder Brush #11,$52.00,1614007,P386047,3.875,http://www.sephora.com/bronzing-powder-brush-11-P386047
179,299,Face Brushes,Urban Decay,Moondust Brush,$24.00,1847755,P410556,4.5556,http://www.sephora.com/moondust-brush-P410556
180,480,Face Brushes,stila,Shape & Shade Custom Contour Brush,$38.00,1695170,P393834,2.9,http://www.sephora.com/sculpt-shade-custom-contour-brush-P393834
181,481,Face Brushes,KEVYN AUCOIN,The Sculpting Brush,$32.00,1793611,P404817,4.3333,http://www.sephora.com/the-sculpting-brush-P404817
182,482,Face Brushes,KEVYN AUCOIN,The Loose Powder Brush,$78.00,1821917,P407931,5.0,http://www.sephora.com/the-loose-powder-brush-P407931
183,483,Face Brushes,SEPHORA COLLECTION,Hide and Sleek Retractable Buffing Brush,$24.00,1535780,P382537,4.2381,http://www.sephora.com/hide-sleek-retractable-buffing-brush-P382537
184,484,Face Brushes,MAKE UP FOR EVER,140 Small Highlighter Brush,$34.00,1536218,P382420,4.5,http://www.sephora.com/140-small-highlighter-brush-P382420
185,485,Face Brushes,Kat Von D,Tattoo Concealer Brush,$19.00,1146513,P231804,4.0625,http://www.sephora.com/tattoo-concealer-brush-P231804
186,486,Face Brushes,blendSMART,blendSMART2 Definer Brush,$26.00,1926336,P412321,5.0,http://www.sephora.com/definer-brush-P412321
187,487,Face Brushes,Bobbi Brown,Angled Face Brush,$52.00,1809748,P406627,4.5,http://www.sephora.com/angled-face-brush-P406627
188,488,Face Brushes,KEVYN AUCOIN,The Blender Brush,$35.00,1697218,P393959,4.5,http://www.sephora.com/the-blender-brush-P393959
189,489,Face Brushes,Guerlain,Terracotta Retractable Brush,$39.00,1401538,P307303,5.0,http://www.sephora.com/terracotta-retractable-brush-P307303
190,490,Face Brushes,blendSMART,blendSMART2 Foundation Brush,$26.00,1926294,P407477,4.0,http://www.sephora.com/foundation-brush-P407477
191,491,Face Brushes,NARS,Contour Brush #21,$42.00,1613942,P386052,3.4167,http://www.sephora.com/contour-brush-35-21-P386052
192,492,Face Brushes,MAKE UP FOR EVER,408 Small Paint Brush,$39.00,1536770,P382371,5.0,http://www.sephora.com/408-small-paint-brush-P382371
193,493,Face Brushes,MAKE UP FOR EVER,126 Medium Powder Brush,$55.00,1536168,P382377,4.5556,http://www.sephora.com/126-medium-powder-brush-P382377
194,494,Face Brushes,SEPHORA COLLECTION,PRO Large Domed Stippling Brush #41,$36.00,1562776,P384585,3.2574,http://www.sephora.com/pro-large-domed-stippling-brush-41-P384585
195,495,Face Brushes,bareMinerals,Soft Curve Face & Cheek Brush,$32.00,1710789,P396524,4.9,http://www.sephora.com/soft-curve-face-cheek-brush-P396524
196,496,Face Brushes,Yves Saint Laurent,TOUCHE ECLAT Foundation Brush,$45.00,1787068,P404766,4.5,http://www.sephora.com/touche-eclat-foundation-brush-P404766
197,497,Face Brushes,Anastasia Beverly Hills,Brush #18,$18.00,1804467,P406283,4.3571,http://www.sephora.com/brush-18-P406283
198,498,Face Brushes,blendSMART,blendSMART2 Full Coverage Foundation + Finishing Brush,$26.00,1926328,P412322,5.0,http://www.sephora.com/full-coverage-foundation-finishing-brush-P412322
199,499,Face Brushes,Smashbox,Telephoto 3-in-1 Face Brush,$42.00,1588094,P386331,4.1316,http://www.sephora.com/telephoto-3-in-1-face-brush-P386331
200,500,Face Brushes,SEPHORA COLLECTION,Press Play Foundation Touch Up Pen,$7.00,1573088,P385111,4.08,http://www.sephora.com/press-play-foundation-touch-up-pen-P385111
201,501,Face Brushes,Hourglass,Double-Ended Complexion Brush,$68.00,1445006,P376092,3.9259,http://www.sephora.com/double-ended-complexion-brush-P376092
202,502,Face Brushes,Bobbi Brown,Sheer Powder Brush,$48.00,1639673,P391402,3.7143,http://www.sephora.com/sheer-powder-brush-P391402
203,503,Face Brushes,Bobbi Brown,Face Blender Brush,$52.00,1291277,P270575,3.3429,http://www.sephora.com/face-blender-brush-P270575
204,504,Face Brushes,Hourglass,Large Concealer Brush #8,$38.00,1445899,P376090,4.3333,http://www.sephora.com/large-concealer-brush-8-P376090
205,505,Face Brushes,Marc Jacobs Beauty,The Blush - Angled Blush Brush No. 10,$38.00,1505080,P379417,3.6522,http://www.sephora.com/the-blush-angled-blush-brush-no-10-P379417
206,506,Face Brushes,surratt beauty,Artistique Sculpting Brush,$90.00,1673508,P394813,4.25,http://www.sephora.com/artistique-sculpting-brush-P394813
207,507,Face Brushes,Ciaté London,KABUKI BRUSH Soft Slanted Bronzer Brush,$23.00,1687086,P396720,4.5,http://www.sephora.com/kabuki-brush-soft-slanted-bronzer-brush-P396720
208,508,Face Brushes,Amazing Cosmetics,Concealer Brush,$15.00,739060,P59457,4.3235,http://www.sephora.com/concealer-brush-P59457
209,509,Face Brushes,SEPHORA COLLECTION,PRO Press Full Coverage Precision Brush #67,$26.00,1768654,P404229,4.7317,http://www.sephora.com/pro-press-full-coverage-precision-brush-67-P404229
210,510,Face Brushes,Benefit Cosmetics,Foundation Brush,$24.00,1395417,P306004,3.9,http://www.sephora.com/foundation-brush-P306004
211,511,Face Brushes,COVER FX,Custom Blending Brush,$40.00,1712058,P398331,4.5172,http://www.sephora.com/custom-blending-brush-P398331
212,512,Face Brushes,MAKE UP FOR EVER,100 Small Precision Foundation Brush,$36.00,1536077,P382407,5.0,http://www.sephora.com/100-small-precision-foundation-brush-P382407
213,513,Face Brushes,MAKE UP FOR EVER,148 Blending Blush Brush,$37.00,1536259,P382402,3.6667,http://www.sephora.com/148-blending-blush-brush-P382402
214,514,Face Brushes,MAKE UP FOR EVER,174 Small Concealer Brush,$21.00,1536341,P382437,4.2857,http://www.sephora.com/174-small-concealer-brush-P382437
215,515,Face Brushes,SEPHORA COLLECTION,Sparkle & Shine PRO Mini Airbrush #55.5,$26.00,1837251,P412582,4.0,http://www.sephora.com/sparkle-shine-pro-mini-airbrush-55-5-P412582
216,516,Face Brushes,SEPHORA COLLECTION,PRO Featherweight Blending Brush #93,$30.00,1775121,P405521,4.5476,http://www.sephora.com/pro-featherweight-blending-brush-93-P405521
217,517,Face Brushes,MAKE UP FOR EVER,172 Precision Corrector Brush,$21.00,1536333,P382440,4.3333,http://www.sephora.com/172-precision-corrector-brush-P382440
218,518,Face Brushes,SEPHORA COLLECTION,Pro Full Coverage Airbrush #53XL,$45.00,1673821,P395337,4.8,http://www.sephora.com/pro-full-coverage-airbrush-53xl-P395337
219,519,Face Brushes,KEVYN AUCOIN,The Angled Foundation Brush,$68.00,1896992,P416356,0.0,http://www.sephora.com/the-angled-foundation-brush-P416356
220,520,Face Brushes,MAKE UP FOR EVER,412 Medium Paint Brush,$43.00,1536796,P382381,5.0,http://www.sephora.com/412-medium-paint-brush-P382381
221,521,Face Brushes,stila,Wonder Brush For Face And Body,$58.00,1711472,P397904,4.0,http://www.sephora.com/wonder-brush-for-face-body-P397904
222,522,Face Brushes,surratt beauty,Artistique Concealer Brush Petite,$45.00,1673557,P394805,5.0,http://www.sephora.com/artistique-concealer-brush-petite-P394805
223,523,Face Brushes,Guerlain,Terracotta Bronzer Brush,$44.00,1603604,P385582,3.75,http://www.sephora.com/terracotta-bronzer-brush-P385582
224,524,Face Brushes,bareMinerals,Seamless Shaping & Finish Brush,$38.00,1710771,P396525,3.6,http://www.sephora.com/seamless-shaping-finish-brush-P396525
225,525,Face Brushes,MAKE UP FOR EVER,410 Medium Body Foundation Brush,$36.00,1536788,P382430,5.0,http://www.sephora.com/410-medium-body-foundation-brush-P382430
226,526,Face Brushes,KEVYN AUCOIN,The Soft Buff Brush,$60.00,1793637,P404819,5.0,http://www.sephora.com/the-soft-buff-brush-P404819
227,527,Face Brushes,SEPHORA COLLECTION,PRO Precision Concealer Brush #45,$22.00,1419498,P313021,4.3393,http://www.sephora.com/pro-precision-concealer-brush-45-P313021
228,528,Face Brushes,COVER FX,Blemish Primer Brush,$20.00,1593813,P388017,5.0,http://www.sephora.com/blemish-primer-brush-P388017
229,529,Face Brushes,MAKE UP FOR EVER,146 Flat Blush Brush,$37.00,1536242,P382414,4.5,http://www.sephora.com/146-flat-blush-brush-P382414
230,530,Face Brushes,MAKE UP FOR EVER,104 Small Foundation Brush,$35.00,1536093,P382413,3.0,http://www.sephora.com/104-small-foundation-brush-P382413
231,531,Face Brushes,MAKE UP FOR EVER,402 Artistic Fan Brush,$20.00,1536747,P382391,2.6667,http://www.sephora.com/402-artistic-fan-brush-P382391
232,532,Face Brushes,NARS,Precision Blending Brush #13,$26.00,1666627,P391326,0.0,http://www.sephora.com/precision-blending-brush-13-P391326
233,533,Face Brushes,bareMinerals,Double-Ended Perfect Fill Lip Brush,$20.00,1850932,P410251,1.0,http://www.sephora.com/double-ended-perfect-fill-lip-brush-P410251
234,534,Face Brushes,MAKE UP FOR EVER,136 Pro Bronze Kabuki Brush,$32.00,1688787,P396003,3.0,http://www.sephora.com/136-pro-bronze-kabuki-brush-P396003
235,535,Face Brushes,surratt beauty,Artistique Concealer Brush Grande,$50.00,1673003,P394806,5.0,http://www.sephora.com/artistique-concealer-brush-grande-P394806
236,536,Face Brushes,Black Up,Contouring Brush,$59.00,1815679,P409814,5.0,http://www.sephora.com/contouring-brush-P409814
237,537,Face Brushes,MAKE UP FOR EVER,102 Small Foundation Kabuki,$36.00,1536085,P382372,4.5,http://www.sephora.com/102-small-foundation-kabuki-P382372
238,538,Face Brushes,MAKE UP FOR EVER,406 Body Foundation Brush,$33.00,1536762,P382398,4.3333,http://www.sephora.com/406-body-foundation-brush-P382398
239,539,Face Brushes,MAKE UP FOR EVER,176 Medium Concealer Brush,$30.00,1536358,P382385,4.0,http://www.sephora.com/176-medium-concealer-brush-P382385
240,780,Face Brushes,NARS,Mizubake Kabuki Brush,$55.00,1666536,P391317,3.8333,http://www.sephora.com/mizubake-kabuki-brush-P391317
241,781,Face Brushes,MAKE UP FOR EVER,132 Powder Flat Kabuki,$48.00,1536192,P382375,2.6667,http://www.sephora.com/132-powder-flat-kabuki-P382375
242,782,Face Brushes,MAKE UP FOR EVER,414 Body Kabuki,$43.00,1536804,P382374,1.0,http://www.sephora.com/414-body-kabuki-P382374
243,783,Face Brushes,MAKE UP FOR EVER,170 Fine Corrector Brush,$21.00,1536325,P382390,0.0,http://www.sephora.com/170-fine-corrector-brush-P382390
244,784,Face Brushes,MAKE UP FOR EVER,404 Artistic Fan Brush,$23.00,1536754,P382445,0.0,http://www.sephora.com/404-artistic-fan-brush-P382445
245,785,Face Brushes,Black Up,Angled Blush Brush,$39.50,1752054,P400900,0.0,http://www.sephora.com/angled-blush-brush-P400900
246,786,Face Brushes,Black Up,Foundation Brush,$38.50,1757897,P400908,0.0,http://www.sephora.com/foundation-brush-P400908
247,787,Face Brushes,Black Up,Kabuki Brush,$41.00,1815703,P409813,0.0,http://www.sephora.com/kabuki-brush-P409813
248,788,Face Brushes,Black Up,Powder Brush,$57.50,1753409,P400899,0.0,http://www.sephora.com/powder-brush-P400899
249,789,Fine Lines & Wrinkles,SUNDAY RILEY,Luna Sleeping Night Oil,$55.0,1681881,P393718,4.0959,http://www.sephora.com/luna-sleeping-night-oil-P393718
250,790,Fine Lines & Wrinkles,Shiseido,Benefiance WrinkleResist24 Intensive Eye Contour Cream,$57.00,1408202,P173620,4.2723,http://www.sephora.com/benefiance-wrinkleresist24-intensive-eye-contour-cream-P173620
251,791,Fine Lines & Wrinkles,Estée Lauder,Advanced Night Repair Synchronized Recovery Complex II,$65.0,1551753,P379994,4.4281,http://www.sephora.com/advanced-night-repair-synchronized-recovery-complex-ii-P379994
252,792,Fine Lines & Wrinkles,Drunk Elephant,Shaba Complex™ Eye Serum,$85.00,1718766,P397391,3.9545,http://www.sephora.com/shaba-complex-eye-serum-P397391
253,793,Fine Lines & Wrinkles,Estée Lauder,Advanced Night Repair Eye Cream Synchronized Complex II,$60.00,1632181,P380023,3.6027,http://www.sephora.com/advanced-night-repair-eye-cream-synchronized-complex-ii-P380023
254,794,Fine Lines & Wrinkles,Lancôme,Advanced Génifique Youth Activating Serum,$78.0,1528066,P379510,4.2637,http://www.sephora.com/advanced-genifique-youth-activating-serum-P379510
255,795,Fine Lines & Wrinkles,SEPHORA COLLECTION,Sleeping Mask,$4.00,1668615,P398102,4.2107,http://www.sephora.com/sleeping-mask-P398102
256,796,Fine Lines & Wrinkles,Dr. Dennis Gross Skincare,Ferulic + Retinol Anti-Aging Moisturizer,$72.00,1581909,P384536,4.1176,http://www.sephora.com/ferulic-retinol-anti-aging-moisturizer-P384536
257,797,Fine Lines & Wrinkles,Peter Thomas Roth,Professional 3% Retinoid Plus,$82.00,1699313,P394358,4.5366,http://www.sephora.com/professional-3-retinoid-plus-P394358
258,798,Fine Lines & Wrinkles,philosophy,Renewed Hope in A Jar Refreshing & Refining Moisturizer,$16.0,1674092,P392232,4.0548,http://www.sephora.com/renewed-hope-in-jar-refreshing-refining-moisturizer-P392232
259,799,Fine Lines & Wrinkles,Algenist,GENIUS Ultimate Anti-Aging Cream,$75.0,1582477,P384537,4.3786,http://www.sephora.com/genius-ultimate-anti-aging-cream-P384537
260,800,Fine Lines & Wrinkles,AmorePacific,Future Response Age Defense Creme,$195.00,1454834,P375275,4.3547,http://www.sephora.com/future-response-age-defense-creme-P375275
261,801,Fine Lines & Wrinkles,Peter Thomas Roth,Un-Wrinkle Peel Pads,$45.0,1047687,P196003,4.5545,http://www.sephora.com/un-wrinkle-peel-pads-P196003
262,802,Fine Lines & Wrinkles,Fresh,Rose Hydrating Eye Gel Cream,$41.00,1596659,P386741,4.2579,http://www.sephora.com/rose-hydrating-eye-gel-cream-P386741
263,803,Fine Lines & Wrinkles,Shiseido,Benefiance WrinkleResist24 Night Cream,$60.00,1316306,P173616,4.4167,http://www.sephora.com/benefiance-wrinkleresist24-night-cream-P173616
264,804,Fine Lines & Wrinkles,CLINIQUE,Clinique Smart Custom-Repair Serum,$59.5,1629963,P387616,4.0224,http://www.sephora.com/clinique-smart-custom-repair-serum-P387616
265,805,Fine Lines & Wrinkles,Estée Lauder,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,$78.00,1475664,P380007,4.7647,http://www.sephora.com/advanced-time-zone-night-age-reversing-line-wrinkle-creme-P380007
266,806,Fine Lines & Wrinkles,Algenist,Complete Eye Renewal Balm,$68.00,1328855,P282938,4.0204,http://www.sephora.com/complete-eye-renewal-balm-P282938
267,807,Fine Lines & Wrinkles,philosophy,Miraculous Anti-wrinkle Miracle Worker,$60.0,1229442,P254209,4.3136,http://www.sephora.com/anti-wrinkle-miracle-worker-P254209
268,808,Fine Lines & Wrinkles,SUNDAY RILEY,Flora Hydroactive Cellular Face Oil,$90.00,1706951,P395725,4.12,http://www.sephora.com/flora-hydroactive-cellular-face-oil-P395725
269,809,Fine Lines & Wrinkles,Peter Thomas Roth,Retinol Fusion PM,$65.00,1224781,P251529,4.3556,http://www.sephora.com/retinol-fusion-pm-P251529
270,810,Fine Lines & Wrinkles,Dr. Brandt Skincare,Needles No More™,$89.00,1658434,P391802,3.3653,http://www.sephora.com/needles-no-more-P391802
271,811,Fine Lines & Wrinkles,Algenist,Overnight Restorative Cream,$94.00,1357847,P296415,4.4507,http://www.sephora.com/overnight-restorative-cream-P296415
272,812,Fine Lines & Wrinkles,Lancer,The Method: Polish,$75.0,1747773,P399737,4.4766,http://www.sephora.com/the-method-polish-P399737
273,813,Fine Lines & Wrinkles,Lancer,Retexturizing Treatment Cream with Glycolic Acid 10x,$85.00,1748011,P399746,4.8276,http://www.sephora.com/retexturizing-treatment-cream-glycolic-acid-10x-P399746
274,814,Fine Lines & Wrinkles,Shiseido,Future Solution LX Eye and Lip Contour Regenerating Cream,$130.00,1305689,P277505,4.15,http://www.sephora.com/future-solution-lx-eye-lip-contour-regenerating-cream-P277505
275,815,Fine Lines & Wrinkles,philosophy,Ultimate Miracle Worker Multi-Rejuvenating Cream SPF 30,$28.0,1737865,P398831,4.1094,http://www.sephora.com/ultimate-miracle-worker-multi-rejuvenating-cream-spf-30-P398831
276,816,Fine Lines & Wrinkles,CLINIQUE,Repairwear Laser Focus Wrinkle Correcting Eye Cream,$45.00,1484625,P377576,3.7931,http://www.sephora.com/repairwear-laser-focus-wrinkle-correcting-eye-cream-P377576
277,817,Fine Lines & Wrinkles,philosophy,Help Me,$49.00,352054,P4647,4.3736,http://www.sephora.com/help-me-P4647
278,818,Fine Lines & Wrinkles,Cane + Austin,Miracle Pad®+,$88.00,1698554,P394351,4.0568,http://www.sephora.com/miracle-pad-P394351
279,819,Fine Lines & Wrinkles,Algenist,GENIUS Ultimate Anti-Aging Vitamin C+ Serum,$118.00,1675974,P392945,4.0196,http://www.sephora.com/genius-ultimate-anti-aging-vitamin-c-serum-P392945
280,820,Fine Lines & Wrinkles,Dermarche Labs,Roloxin® LIFT Instant Wrinkle Smoothing Mask,$45.0,1801752,P397811,4.3182,http://www.sephora.com/roloxin-lift-instant-wrinkle-smoothing-masque-P397811
281,821,Fine Lines & Wrinkles,Shiseido,Bio-Performance Super Corrective Eye Cream,$60.00,1507631,P378348,4.0211,http://www.sephora.com/bio-performance-super-corrective-eye-cream-P378348
282,822,Fine Lines & Wrinkles,Estée Lauder,Perfectionist CP+R Wrinkle Lifting/Firming Serum,$68.0,1468230,P379995,4.5106,http://www.sephora.com/perfectionist-cp-r-wrinkle-lifting-firming-serum-P379995
283,823,Fine Lines & Wrinkles,Perricone MD,Face Finishing Moisturizer,$75.00,1159771,P211304,4.2627,http://www.sephora.com/face-finishing-moisturizer-P211304
284,824,Fine Lines & Wrinkles,Peter Thomas Roth,40% Triple Acid Peel,$88.00,1663236,P384556,4.0,http://www.sephora.com/40-triple-acid-peel-P384556
285,825,Fine Lines & Wrinkles,Perricone MD,Neuropeptide Facial Conformer Contouring Treatment,$325.0,1159870,P211332,4.3478,http://www.sephora.com/neuropeptide-facial-conformer-contouring-treatment-P211332
286,826,Fine Lines & Wrinkles,Murad,Rapid Collagen Infusion,$84.00,1490150,P377178,4.1325,http://www.sephora.com/rapid-collagen-infusion-P377178
287,827,Fine Lines & Wrinkles,Dr. Brandt Skincare,Do Not Age with Dr. Brandt Triple Peptide Eye Cream,$82.00,1564483,P383053,4.2,http://www.sephora.com/do-not-age-with-dr-brandt-triple-peptide-eye-cream-P383053
288,828,Fine Lines & Wrinkles,Peter Thomas Roth,Un-Wrinkle Night,$110.00,1047695,P196004,4.1959,http://www.sephora.com/un-wrinkle-night-P196004
289,829,Fine Lines & Wrinkles,Fresh,Black Tea Age-Delay Firming Serum,$75.0,1772342,P403748,3.9623,http://www.sephora.com/black-tea-age-delay-firming-serum-P403748
290,830,Fine Lines & Wrinkles,Shiseido,Benefiance WrinkleResist24 Day Cream Broad Spectrum SPF 18,$57.00,1316280,P282018,4.303,http://www.sephora.com/benefiance-wrinkleresist24-day-cream-broad-spectrum-spf-18-P282018
